particle,speed,disp,angle,path_len,persist_P
1,69.06902050511222,4.1532924476413715,93.7275885384007,34.53451025255611,0.12026498761000848
2,66.61374494919552,11.63334882953032,86.50123887551771,13.322748989839104,0.8731943263663345
3,56.2393916486501,5.501695683141306,93.47218379412016,16.871817494595028,0.3260879087213812
4,68.34112327614001,20.881459536850038,119.11960029056847,34.170561638070005,0.6110950050521162
6,62.21473912387619,6.439667099987339,121.01327327215884,12.442947824775239,0.5175354900359924
7,72.57296529999068,42.16228837082627,85.8868125280178,239.49078548996928,0.1760497310348175
8,58.78403978935402,21.494563859598237,64.05629074570258,58.78403978935402,0.3656530571328814
9,57.17150335044693,98.65547601074955,93.36367461089785,360.18047110781566,0.2739056776379701
10,78.79621423190542,5.617088400409104,79.71015091799933,31.51848569276217,0.1782156812723715
11,60.45872137869079,11.974631181985142,90.79644502944453,78.59633779229803,0.15235609594978589
12,30.6193063980692,3.9996177286110086,125.08891837964262,6.123861279613839,0.6531202367247643
13,84.50636291468606,8.369004361230207,81.54632741845253,59.15445404028024,0.1414771634191987
14,53.455204041819535,3.1528901634186584,97.53000481084594,32.07312242509172,0.09830318737386362
15,75.9260544607341,14.52637378223727,62.79516414627271,37.96302723036705,0.3826452957528493
16,83.85466366113052,45.9117246545289,70.95134269353326,159.323860956148,0.28816603099497795
17,32.64373260119794,3.195947567799569,93.15837514571389,9.793119780359381,0.3263462144320149
18,74.0553583467825,7.060522907533921,89.79971918901651,51.83875084274775,0.1362016405247097
19,63.58585487363884,42.78350989232662,86.63496956286752,133.53029523464156,0.32040302028200235
20,45.99410961135404,45.78956208848909,77.4751109983317,216.17231517336398,0.21181973302995427
21,66.96065999022642,26.105874593466822,83.69437680660575,73.65672598924905,0.35442621488874265
22,50.022915205727536,30.224110171799033,102.74450679332222,120.05499649374609,0.2517522056932755
23,52.68645413623413,19.18986148267419,94.3162734076418,36.880517895363894,0.5203251629252872
24,52.300380988629136,14.394163217525074,90.17566835540748,47.07034288976622,0.30580111241668
25,56.343353344857015,20.442406475034574,128.5276298616257,28.171676672428507,0.7256368413116662
27,61.720534131140354,27.474385460251753,56.49459077893687,49.37642730491228,0.5564271649422967
28,52.24781399997872,33.54627076095438,78.09838000884822,67.92215819997233,0.49389288635660644
30,62.616322261338084,12.482810805081636,173.99308086813056,12.523264452267616,0.9967697202801897
32,81.322955011779,42.62794899193013,107.88793793462872,89.4552505129569,0.4765281942366905
33,59.51038301751878,36.103477046437426,60.330317141544306,53.5593447157669,0.6740836214116193
34,57.62096451978459,12.494489206247739,78.28478676528873,51.858868067806135,0.2409325477353465
35,57.757762739330225,11.378640073363153,105.49435272646723,11.551552547866045,0.985031235084081
36,67.86047855768814,32.153895489823846,67.44394814726294,67.86047855768814,0.47382358882850856
38,71.45014909290978,20.174380021872885,156.59667620328878,21.435044727872935,0.9411867471234734
39,71.61116461143818,22.942149656368738,76.15463823365134,28.644465844575272,0.8009278225278393
40,47.49073024305932,31.397864706838583,87.75527394805522,118.7268256076483,0.264454680280915
41,100.83913778525599,10.883530870265917,117.12221491148455,20.167827557051197,0.5396481519627409
42,73.08538864388228,1.1377326939664456,97.02172365164296,58.46831091510583,0.019458962917851316
44,86.11212332410147,19.60443091209386,95.78412138988185,86.11212332410147,0.22766168287719923
45,57.6863403752003,32.282497291740015,95.78720264521543,80.76087652528042,0.3997294071175006
47,60.74876671595659,32.638745552582414,59.92492741544555,60.748766715956585,0.5372742084656897
49,81.65771964261225,12.570123518038619,39.72323209742534,16.33154392852245,0.7696837220690049
51,98.78582613514527,13.6158696120665,84.74698330671029,79.02866090811622,0.17229027362487112
52,56.21343424852928,56.11164764418924,101.22587071625269,101.18418164735272,0.5545496018315358
53,84.12146815343064,21.523636288427006,62.084618930757955,25.236440446029192,0.8528792455678362
54,78.3265054017484,13.487323617640246,104.67375516680882,39.1632527008742,0.3443872172890068
55,79.19960802173497,53.54168183757952,104.48441890112858,182.15909844999044,0.29392812268599766
56,68.93092100304247,1.1393555977197192,92.12196794902316,68.93092100304247,0.016528947838509663
57,72.82651059896178,17.774989888123027,125.99840697151717,21.84795317968853,0.813576893997007
58,94.17460886622993,17.311229033221483,87.57811689468431,75.33968709298395,0.22977569593375177
60,112.61479403111358,4.21796139648184,89.79644775899193,22.522958806222714,0.1872738583225792
61,98.33055051587905,8.591014396681318,94.54616317523612,68.83138536111534,0.12481245803218438
62,132.56396433487208,1.6890773735487776,93.64177944168047,26.51279286697442,0.06370801378879898
64,63.17222057245198,15.315402120336834,106.58323067379054,31.586110286225992,0.4848777510605839
65,89.93124019871361,11.980008943637497,102.06803650873783,80.93811617884225,0.14801442767912046
66,76.94462659194195,18.570069872979513,123.74269476796199,46.16677595516517,0.40223882843830855
67,31.836012267580067,18.394100169665226,86.07910523492055,114.60964416328824,0.16049347595441907
68,70.39497610737855,24.915580714636327,127.57312578892974,42.23698566442713,0.5898995944594775
70,13.280628448700856,16.029785655962062,75.27341686196016,37.18575965636239,0.4310732335199021
71,89.3022121344444,23.331054419793947,67.81071554329176,71.44176970755552,0.3265744187930791
72,39.53659476571601,6.956880448186878,125.50518903791607,7.907318953143203,0.8798026852605306
73,46.62934983636581,36.10264684692473,59.729953391136036,60.61815478727555,0.595574823641829
74,61.705706901569116,26.12763794594988,77.57279490051475,86.38798966219676,0.3024452594407726
76,70.2086437018939,13.040015854701831,112.12699062922968,42.125186221136346,0.3095539040764879
77,106.37769677436586,11.791926825792025,111.49982862415334,21.27553935487317,0.5542480794072597
79,62.90909669451879,21.26220081375227,75.79753631089615,37.745458016711275,0.5633048830494711
80,89.94629364780862,18.9178454213104,96.05755016507617,89.94629364780862,0.21032379049863495
81,74.81106416098804,26.388242277465643,103.59039721604852,104.73548982538325,0.2519512948424699
82,33.81694853479479,31.101651996749826,80.47823858936168,290.8257573992352,0.10694256339219153
83,28.195372473288913,9.687290263458742,88.08349555643275,101.50334090384008,0.0954381420079174
84,37.183920495000834,17.11085046851057,40.825810191163654,26.028744346500584,0.6573828626047812
85,58.724143041262494,26.032744218208464,100.31630673467906,135.06552899490373,0.19274158559872615
86,59.1743620252203,16.656721290049948,102.38451560978666,124.26616025296262,0.13404068538162492
87,65.39674081463454,79.89808559450194,105.90594080264701,183.1108742809767,0.43633719683901107
88,88.0007356728501,7.179636931529489,116.47655114333844,35.20029426914004,0.20396525314914338
89,84.6667025057056,49.1932100977425,102.30751500616721,152.40006451027008,0.3227899558692603
90,42.402668414486286,12.087283870393263,106.57092189290505,50.88320209738354,0.23754959145966958
91,73.39718761648612,8.777675478482694,94.94204412199083,22.019156284945836,0.39863813875937915
92,85.20791425334353,15.248510663827208,81.80026039986278,51.124748552006125,0.2982608442233377
93,45.30331780906444,6.201739792940394,83.21851717592332,181.21327123625775,0.034223430495081364
94,66.41845863712776,14.93465395691216,106.1765279431163,46.49292104598943,0.32122425566978763
95,62.16705219375949,4.567426610909893,89.06691530903726,93.25057829063923,0.04898014247884171
96,55.700429837340444,24.50868314599292,88.1354125430339,50.130386853606396,0.4888987435418076
97,52.88551861205188,9.857109397105226,104.32385553869622,21.154207444820752,0.4659644859216209
99,69.29071156304073,39.57644831756946,85.15923812040985,83.14885387564887,0.47597106241244164
100,47.4400839781023,14.985098043512341,82.05383506245553,28.46405038686138,0.5264569813447653
101,135.65013385990363,25.224595770930932,108.94389954545773,27.130026771980724,0.9297667113613881
102,51.3731737853127,29.308766791655856,117.74227081175923,61.64780854237524,0.47542268710995145
103,65.3218231625303,8.27267971103875,106.56024031064639,32.66091158126515,0.25328992090300684
104,58.76536145491091,73.9202017303789,101.59056209167039,182.17262051022382,0.40577009609537007
105,51.8342499960621,11.67389294359927,106.90470752718468,46.65082499645589,0.25023979628412035
106,91.15387278589776,16.77856354839032,99.31212737195958,63.807710950128424,0.262955108380307
107,65.68667311516045,8.784632688690417,79.69537905861421,65.68667311516045,0.13373538759208264
108,62.48816787657895,10.6080826963841,106.0993792710813,37.49290072594737,0.282935768931921
109,45.148656743979146,17.306427211481175,86.98291796129959,103.84191051115204,0.1666612943299282
111,87.76298147827134,18.97033624543407,90.48681037511417,70.21038518261707,0.2701927385256791
112,45.65704649496393,17.58118606446614,98.20141937426563,45.65704649496393,0.3850705951031104
113,45.66213181465742,19.269150665276044,97.56988431658719,132.42018226250653,0.14551521026513428
114,63.24919684226572,9.483037386274093,94.7393483404152,94.87379526339858,0.0999542324616222
116,80.79090110449663,46.12584814587443,61.15982864558272,80.79090110449663,0.5709287495904309
121,69.40170648016304,13.879670273950305,76.92510842915867,13.880341296032608,0.9999516566582917
122,78.38431148532348,10.491359061553855,94.26544053932184,94.06117378238818,0.11153761578423163
123,66.37935607708971,26.130013648143574,105.667590599404,39.82761364625382,0.6560778127514391
124,59.3373217110993,16.57614397913128,75.42281010183136,41.53612519776951,0.3990777642403057
125,75.28228517780013,11.573477832806073,94.76197289108653,37.64114258890007,0.30746882365411926
126,61.120708024467596,31.335862751252836,109.44942786864682,91.68106203670139,0.34179210029993534
127,69.67052223742343,17.19683238819702,68.99733528079675,76.63757446116577,0.22439165786635246
129,89.39759296838153,7.288985030216761,86.94092974968244,53.63855578102892,0.13589077714867848
130,70.67894362240784,6.922118400864576,82.22569248850176,84.81473234688941,0.08161457578564706
132,30.71011927604404,6.942531148627365,86.08208730246413,9.213035782813211,0.7535552137525136
133,70.95107919282714,16.576775873103514,80.9801968927995,21.28532375784814,0.7787889938480015
134,48.53091349900118,12.621014222319863,97.12626309830914,29.118548099400705,0.43343556070296024
136,75.05822484216617,12.284469434864778,69.1055332047228,45.0349349052997,0.272776444791067
137,56.68689181817149,11.319243591937532,84.97625235397372,11.337378363634297,0.9984004439902143
138,43.435575026403455,18.69817383745637,88.15471449361084,91.21470755544726,0.20499077767793306
