particle,mean_speed(px/s),total_displacement(px),mean_squared_displacement(px^2),directional_persistence,mean_turn_angle(deg)
125,51.05545596808484,29.17454626747705,96.1085457156367,0.6349655734193854,70.07972573046244
126,65.99219905083548,47.137285036311056,137.08159154784033,0.16701462594854674,62.211465232442414
127,56.60385414979185,24.25879463562508,92.68864312007709,0.8399571033653974,95.92195767961464
129,56.54264464963119,88.85272730656331,104.82566224544081,0.12881333702121517,97.05238180695787
130,70.70430294715725,141.4086058943145,126.68475369697866,0.5077947734517542,88.95387958745663
131,167.88281565693194,23.983259379561705,575.1967304673345,1.0,128.00277301334734
132,20.744522351176187,23.708025544201355,12.659672838857341,0.5747410765656863,76.62640446288424
133,89.90823527949782,51.376134445427326,196.67238978601364,0.8126857362012128,46.25299543117278
134,49.26879301539127,56.30719201759002,77.99978403805017,0.5985414023730689,77.93211242062404
137,22.71707481937981,51.92474244429671,15.740154809316246,0.37592851623817686,93.04332258056158
138,73.17783165457901,52.269879753270715,149.51980514881114,0.752851342549614,82.00496103284061
139,63.21883288880168,144.50018946011812,103.76979330172182,0.5181210287597445,95.84205632512402
140,62.558992808959275,160.8659815087524,121.59470805411401,0.2014208671418393,104.07634830054391
141,22.32680213438411,9.568629486164618,14.35390906175847,0.3049215742357,83.9569544149498
142,32.404061178476134,13.887454790775486,40.02716936020272,0.6075430921098054,63.43054173958018
143,43.17089955175907,12.33454272907402,53.78168895664847,0.8943921059294336,140.34042754641533
144,40.28732697033886,57.55332424334122,37.85040218816856,0.1717921148625589,91.44796600194557
145,38.984193100629035,94.67589753009908,50.64551687978976,0.07856983411670758,76.33979664990603
146,32.48750951411302,4.641072787730431,21.53955662101192,1.0,95.09886111210197
147,70.89523027257846,60.76734023363868,143.2983544501628,0.45728453864393925,102.8543762500624
150,68.86817261571026,29.514931121018684,115.604431003912,0.04392864624635937,87.86804179098773
151,90.57709542536485,90.57709542536485,218.87978737724077,0.17209019268814615,89.69676032440869
152,96.6495987922219,41.42125662523795,255.1083056336412,0.3112379571957401,104.58986156208199
154,28.026675184030395,24.022864443454626,17.338872036567153,0.14756231354965316,90.22402298860494
155,61.183069613102504,166.0683318069925,100.51522629653498,0.4981194995908158,94.08513561102349
156,41.62528292432109,112.98291079458583,49.338342492547305,0.6842740459111222,90.01695178766745
157,28.03986678320267,12.017085764229714,17.154835899759963,0.9936352772981225,71.66752355023681
159,43.824762962604154,112.69224761812498,52.951557162111214,0.426879205769296,84.19044215894647
164,43.81205363752831,87.62410727505662,62.95340870263743,0.42821496202820547,98.48778619258783
165,98.92194811585759,42.39512062108182,208.54763944108265,0.968400213609917,69.75603673432478
166,23.164075234276023,6.61830720979315,11.006753967061796,0.998535729577261,87.02984183796042
167,73.64906861718488,105.21295516740697,141.0126398323319,0.677407397020535,78.9701362883312
168,51.27744277044234,102.55488554088468,86.90595835926999,0.5975294098880823,86.48301042984436
169,94.66265921202732,67.6161851514481,203.6609570588185,0.3663205437288057,81.70485971672375
170,70.51049003473192,30.218781443456535,103.36930597076348,0.9895003447720179,105.74933410924132
171,56.37812973604963,40.27009266860688,84.99402362358367,0.12172747816705923,103.08286163818971
172,59.004606157933715,168.58458902266776,97.29802436887181,0.262925517043824,87.19779249304146
173,80.63391991906606,57.59565708504718,155.69196691837513,0.941663413931862,75.92364116301556
174,61.3070679131788,113.85598326733206,109.09787266901182,0.5624860845516054,90.12427206199254
176,85.07695933045895,36.461553998768125,178.93404515650877,0.2045370728391538,74.65998496311754
177,50.48383746957897,72.11976781368425,63.03348996991356,0.6336245185026769,103.4551582553092
179,72.01168405047149,20.57476687156328,151.85186076572745,0.9518236085225031,112.22220349831886
180,64.09556698560479,27.469528708116336,92.82535671364913,0.6121104049941666,59.33741978436232
181,92.50779311683104,52.86159606676059,195.88499299785806,0.6548595164838837,75.94172585520349
182,47.9965292442235,41.13988220933443,60.74973340025226,0.8020888227238863,64.11485198740476
183,51.07086175919966,80.25421133588517,69.2436752566049,0.7120715443617532,98.70074346596165
184,34.14875340542622,141.4734069653372,36.72599018009249,0.6733579986115382,92.8019146234119
185,38.67421097729704,99.4479710844781,47.51664278492721,0.7803075200562305,98.29792150958683
188,53.55770743043432,91.81321273788741,75.50359900265428,0.7692452366918797,95.32698683399457
189,78.93851282318644,169.15395604968523,142.84394691363343,0.6792656356874347,92.67078845620634
190,60.57111894370555,43.265084959789675,105.63030690573899,0.4465437934541558,75.28805940966741
193,83.05202972330814,83.05202972330814,160.087295432566,0.9701260874699601,93.36433016085826
195,20.20978419347152,49.080904469859405,11.110694064313188,0.32437804026741485,75.1259620295885
197,55.12892733952003,15.751122097005723,63.33985888253847,0.17881093448195184,96.02000109374275
199,21.807045528510564,6.230584436717304,11.114008248692121,0.5790643571673478,61.86024441689822
200,66.0172271188952,66.0172271188952,141.2707546775339,0.6988052681355642,87.06854791155463
201,124.27409619136844,17.753442313052634,315.18471396288766,1.0,70.41776985205952
202,120.06588858622709,17.152269798032442,294.20035922449586,1.0,100.28319220591992
203,41.763438473001,29.831027480715004,43.298228859916726,0.7907578544295741,72.92250803004212
204,78.91204765073167,169.09724496585358,163.02786853190713,0.5790204836190026,92.30774082157144
205,99.17182461613812,28.334807033182322,205.24106274414893,0.8037346265962491,126.93309763759302
206,99.24895769252622,141.78422527503744,237.259663574781,0.24205712031031004,85.27274768840383
207,44.234550803716495,6.31922154338807,39.9325609144199,1.0,160.21996853527264
208,16.30339821451543,4.658113775575837,5.760050010719221,0.9474678700006488,160.7174196170691
209,27.91189155399331,11.962239237425704,19.414920675533217,0.11198988117683809,71.97356949924128
210,52.530964873672,82.54865908719886,71.05610827644529,0.8256735535498015,96.26975350663476
211,64.14375691384366,27.49018153450443,97.00335471003558,0.5467538725546369,118.45778049461062
212,81.58706207484559,116.552945821208,153.1719787057015,0.4925213808494905,91.88401490113314
214,66.71541491059249,9.530773558656069,90.83564462637767,1.0,83.74448646046217
215,87.74230448616777,87.74230448616777,165.26300202800527,0.7941421371098961,86.62920814808429
216,64.8291708804594,18.52262025155983,122.27575065449695,0.7297209361178363,115.55634678380326
217,40.32424297027096,80.64848594054192,48.63284003056304,0.43128192754537126,93.89668872671254
218,59.078947332678645,67.51879695163274,105.99648986752067,0.12190791967951856,78.10303744640146
219,52.81140824559329,82.98935581450374,94.97963940404874,0.04959394311527093,84.09528822038719
220,63.4199127100138,27.179962590005914,109.31200440130063,0.9881778725305759,77.82302491033063
221,62.01951821587424,124.03903643174849,106.15500509418571,0.1498860420503094,80.61768788656323
222,70.6337327249593,10.090533246422757,101.81886119716297,1.0,89.1436446640393
223,70.70963168776595,60.60825573237082,110.09325132866985,0.28872315944666016,81.88782111484967
224,54.195437301633824,193.55513322012078,81.38122490453856,0.2770898714007029,98.56514338939414
225,88.59341248948965,113.90581605791527,169.8374343390124,0.7786929835787741,93.64370307645278
226,121.31356077507654,69.32203472861517,308.08804910731146,0.026428878482589915,88.00980337219441
227,104.96862326718589,59.982070438391936,259.0221733564147,0.7329285380317854,127.59142996364682
228,46.258491324413534,224.68410071858003,51.891785078478975,0.7550036848304397,94.88964286186972
229,62.0602867090287,44.32877622073478,89.56154907907232,0.3232148867052512,84.44691259469509
230,112.92398313100658,48.39599277043139,278.45282269666376,0.5019535653044167,82.15852766087649
231,72.82201157394768,124.83773412676743,152.01745791438722,0.3150849112324163,85.7199491207722
233,34.87200483387935,34.87200483387935,29.357900741847583,0.8220697127538298,61.35611318206595
234,104.92371840975682,29.97820525993052,227.55505183703428,0.3423780888439704,108.97744235963297
235,166.3861163821158,23.769445197445116,564.9865249943467,1.0,82.83142875107924
236,76.90993375417166,98.88420054107785,138.73836791906268,0.6920289612180451,102.61490689959587
237,14.326554023845969,2.0466505748351382,4.188778575473002,1.0,99.1178627537957
238,38.74695257550781,27.67639469679129,36.71047240586643,0.8100560537926076,61.82502643271945
239,57.87783112661231,57.87783112661231,79.08022947671431,0.34843270233439066,95.0528358386692
240,77.05441892367702,77.05441892367702,136.46520023488537,0.19166627465934324,106.58247318541837
241,66.87497527329604,47.767839480925744,113.42169479485226,0.35649825663008344,95.93298154831656
242,62.227539349881354,213.3515634853075,124.84904838125287,0.02893776439164217,85.28105210160614
243,67.89432965242135,126.08946935449679,102.48460951968706,0.5248460802211057,85.1084842830691
244,115.74533488861677,49.6051435236929,294.7643493511703,0.49529653074213953,89.95562803642645
246,94.4630426120347,53.978881492591256,197.507751268821,0.5864739183539278,125.21882969693436
247,56.32799584391792,136.79656133522923,118.91291988355044,0.19493707469790683,88.21126539520051
248,38.93491813807499,16.686393487746425,61.34584796961792,0.8332659524543448,60.24521680188781
249,45.769584177910836,124.23172848290085,55.2177003496896,0.23157983009679795,95.39899378882505
250,47.64125219008028,176.9532224202982,67.76994046054389,0.9198966326620286,99.07299379674994
251,105.43619621422566,15.06231374488938,226.87329534948353,1.0,113.82415194841671
252,47.66733459903235,88.52504996963151,76.13022002459684,0.16607307535862817,66.891747891754
254,78.45660972222349,11.208087103174785,125.62121651235294,1.0,51.09254434655172
255,65.67382320179627,84.43777268802378,120.2619007485136,0.36086542249764175,96.69690891445278
256,58.41896992195437,66.76453705366214,91.54659914206286,0.7998845151048317,104.27106203694271
257,53.76039195819585,15.360111988055957,76.5059524413786,0.9777107589825894,75.02724436562605
258,63.88908716073099,219.04829883679196,117.67605358838391,0.3046880204606114,87.63573263319897
259,20.292717700042697,17.393758028608026,9.973763174238282,0.9007870724742109,83.84563597473912
262,57.43852669013726,24.616511438630255,68.24125903523579,0.09318802115384649,90.07237706467778
264,84.91491964105596,24.261405611730275,227.14774496089245,0.7401827397435546,84.45302057188493
265,54.578214887279735,93.56265409247955,88.90065494729414,0.11263074695719853,74.85789206689076
266,8.331219872773701,2.3803485350782,1.4200939053767168,0.2796688243333481,105.98958677343259
267,74.55046140003066,63.90039548574056,119.93685878070251,0.1092460172756909,89.4397303154193
269,29.68215520733504,4.240307886762149,17.98021097453728,1.0,99.6860109094397
272,96.48442391499454,41.350467392140516,227.7551863453693,0.9997660481216909,88.96024427891291
273,81.47962119602168,34.91983765543786,183.6375663638894,0.17358398259805177,84.49398821778615
274,5.906589498018837,3.375193998867907,1.6224656303444775,0.9574714101507661,108.36025438820971
275,92.63931243383503,39.70256247164359,205.67972655459587,0.9994331106612329,96.45585596020088
276,48.873419173719746,20.94575107445132,49.27486123644987,0.47012943662038886,100.21448775952108
277,63.8001876683344,18.228625048095545,99.70136715374728,0.5033804446313316,75.05506480955692
278,42.299236045377725,102.72671611020304,82.419320943962,0.20470062529983424,100.07616819221313
280,11.715319041102093,3.3472340117434554,2.878173220934486,0.9612260370662102,69.34792476477753
282,46.69619749239484,80.05062427267686,76.83958814974358,0.25891921597969314,91.27330705704166
286,87.35659109679442,49.918052055311094,268.3485663867085,0.8910403946803189,101.95126810598914
287,14.444183531817256,4.126909580519216,5.510663946524783,0.9232770006475542,128.33440209910168
288,71.88659583079767,123.23416428136744,148.29550711655986,0.4130328860595841,84.06824782730418
290,66.33932728728921,142.15570132990544,119.52942855254234,0.32168655585613215,85.24979546477002
291,47.88327662859001,34.202340448992864,60.80424074181375,0.6632280683163838,74.82337055493298
292,56.71941819345881,145.8499324974655,81.18811694084508,0.8584045064839011,89.0316993613311
293,36.30329252003354,36.30329252003354,52.57588143751468,0.03163250923326072,92.35478388570617
294,57.85615209842606,66.1213166839155,106.02913359956803,0.5207906029958745,68.7050158736592
295,40.2686258577241,28.763304184088643,47.50188636358091,0.9488086538241174,68.98078815968188
296,54.48094438630818,116.74488082780324,77.62300426448284,0.7472265204007247,91.46219728332211
297,10.7738366219073,1.5391195174153285,2.368888888888794,1.0,85.03025927188988
298,36.48375705091097,36.48375705091097,40.73024243923556,0.3857589086366217,126.44588550053753
299,41.2410865882358,29.457918991597005,46.69954297620011,0.25867234546445866,73.74187214953568
301,49.21410832607756,42.18352142235219,62.24687423273195,0.3096462492308233,96.63052817414183
