Video Name,Video Path,Resolution,Frame Rate (fps),Frame Count,Duration (sec)
Cancer1.mp4,C:\Users\shaha\PycharmProjects\cell_movement_analysis\Dataset\Cancer1.mp4,480x480,10.0,97,9.7
