x,y,frame,particle
54.40533980582524,306.627427184466,0,0
957.4412955465586,388.31174089068827,0,1
632.3717791411043,430.97546012269936,0,2
519.5893351800554,507.93005540166206,0,3
524.3261299107787,798.9153993101851,0,4
395.5,555.5,0,5
1019.5,595.5,1,6
518.1095057034221,497.42509505703424,1,3
523.6359025243656,797.9686701003784,1,4
957.0322580645161,388.21863799283153,1,1
54.49585921325052,307.1656314699793,1,0
631.3364928909953,431.73104265402844,1,2
53.37892603850051,306.2674772036474,2,0
956.4857142857143,388.07142857142856,2,1
630.9930475086907,432.9003476245655,2,2
516.095783684693,487.30659945004584,2,3
525.5675830204132,801.0364422251215,2,4
591.9787234042553,545.5744680851063,3,7
113.91111111111111,618.3703703703703,3,8
523.5,555.5,3,9
523.9944061905411,800.0628237971991,3,4
860.4383561643835,564.6849315068494,3,10
630.4300411522634,430.93930041152265,3,2
956.3717472118959,387.97769516728624,3,1
54.96388028895769,307.640866873065,3,0
514.8,477.14915254237286,3,3
55.85621621621622,309.41945945945946,4,0
955.8418803418804,387.47008547008545,4,1
630.7362525458249,430.979633401222,4,2
515.105320899616,465.76467361492047,4,3
526.1263214969404,801.5006340529594,4,4
355.5,571.3809523809524,4,11
13.652173913043478,613.8260869565217,5,12
125.04054054054055,609.6216216216217,5,8
523.8511137771148,796.438025139695,5,4
510.98486328125,459.49951171875,5,3
956.0123456790124,387.5679012345679,5,1
56.76581426648721,311.29475100942125,5,0
629.9575971731449,430.03003533568904,5,2
39.58024691358025,305.559670781893,6,13
64.57403189066059,313.28018223234625,6,0
955.7029288702929,387.0836820083682,6,1
629.1111111111111,430.85406301824213,6,2
508.22715671260846,454.3057682491067,6,3
602.5208333333334,439.75,6,14
524.3488397054249,799.2671262283088,6,4
524.25792866878,799.0958003268381,7,4
426.14285714285717,561.4081632653061,7,15
507.824354657688,450.1475869809203,7,3
38.38333333333333,304.8125,7,13
955.7887931034483,387.35775862068965,7,1
627.756484149856,431.4185878962536,7,2
65.25990099009901,311.7747524752475,7,0
66.6694214876033,307.60055096418733,8,0
38.43478260869565,306.19323671497585,8,13
955.7907949790795,387.55230125523013,8,1
626.0831643002028,432.3786342123056,8,2
510.7594562647754,438.54787234042556,8,3
523.6387745909755,797.8601450489481,8,4
66.69411764705882,322.9294117647059,9,17
106.8409090909091,612.2727272727273,9,8
659.1666666666666,575.1904761904761,9,16
523.4984760670791,797.6170015261068,9,4
625.2288299935359,432.0659340659341,9,2
72.425,303.8666666666667,9,0
956.1881918819188,387.78228782287823,9,1
39.40625,302.36160714285717,9,13
511.8232445520581,431.9273607748184,9,3
623.2546998180716,431.8908429351122,10,2
525.0197977841012,796.3869368356412,10,4
183.3265306122449,614.0204081632653,10,18
514.1217600964436,426.01145268233876,10,3
69.04014598540147,312.8138686131387,10,0
40.22821576763486,302.75103734439836,10,13
955.9855072463768,387.9673913043478,10,1
39.724444444444444,304.12888888888887,11,13
68.852140077821,313.2140077821012,11,0
956.1935483870968,388.2508960573477,11,1
515.6583090379008,417.801166180758,11,3
623.8536439665472,431.2556750298686,11,2
524.1639264016288,796.9147315868702,11,4
14.513157894736842,619.25,12,19
655.5,572.0,12,16
522.7675625639797,798.1136758652234,12,4
626.0973036342322,431.7772567409144,12,2
39.21890547263681,304.9950248756219,12,13
955.9890909090909,388.16727272727275,12,1
69.0944055944056,304.75174825174827,12,0
513.7752112676056,410.0467605633803,12,3
521.1369142948279,802.1231783414518,13,4
947.5,586.5862068965517,13,20
308.0,571.5,13,21
300.5,570.45,13,22
627.1928178582983,530.5781300549984,13,23
956.092,388.34,13,1
514.1724347298118,405.8888888888889,13,3
39.670103092783506,304.340206185567,13,13
70.7433155080214,300.0534759358289,13,0
626.8627336448598,431.2517523364486,13,2
70.30952380952381,323.6904761904762,13,17
40.154205607476634,303.1261682242991,14,13
70.55555555555556,306.8333333333333,14,0
512.0778258184064,398.5386040765905,14,3
955.7020408163265,388.46938775510205,14,1
627.2966751918159,433.675831202046,14,2
522.1049568127336,799.9818088334495,14,4
49.584,583.44,14,24
161.35,604.75,15,18
145.84615384615384,609.2307692307693,15,25
1018.1578947368421,592.3684210526316,15,26
470.1860465116279,549.7441860465116,15,27
522.7178180238375,799.6285435938844,15,4
640.4597156398104,432.6129541864139,15,30
315.5,567.0,15,21
956.1176470588235,388.321568627451,15,1
526.469387755102,369.44897959183675,15,28
512.7760106030483,393.21206096752815,15,3
40.06153846153846,311.5615384615385,15,13
71.57088122605364,306.4597701149425,15,0
41.68627450980392,285.2549019607843,15,29
618.1604226705091,431.5619596541787,15,2
